date,zone,day_of_week,day_type,is_weekend,is_holiday,weather_condition,rainfall_mm,event_type,estimated_visitors,season,bin_availability,previous_waste_kg,waste_volume_kg
2024-03-25,Beachwalk Area,0,Weekday,0,0,Rainy,15.3,None,1583,Wet Season,29,964.5,765.4
2024-03-25,Main Beach Gate,0,Weekday,0,0,Rainy,15.3,None,1458,Wet Season,27,1065.1,711.3
2024-03-25,Food Vendor Area,0,Weekday,0,0,Rainy,15.3,None,2373,Wet Season,27,791.8,774.2
2024-03-25,Parking Area,0,Weekday,0,0,Rainy,15.3,None,2278,Wet Season,11,574.7,507.0
2024-03-25,Hotel Front Area,0,Weekday,0,0,Rainy,15.3,None,1653,Wet Season,19,692.3,641.7
2024-03-25,Event Area,0,Weekday,0,0,Rainy,15.3,None,2450,Wet Season,16,1047.1,843.1
2024-03-25,Legian-side Beach Zone,0,Weekday,0,0,Rainy,15.3,None,2085,Wet Season,29,677.9,512.8
2024-03-26,Beachwalk Area,1,Weekday,0,0,Cloudy,0.9,Music Concert,6074,Wet Season,20,765.4,1466.9
2024-03-26,Main Beach Gate,1,Weekday,0,0,Cloudy,0.9,None,2114,Wet Season,23,711.3,545.0
2024-03-26,Food Vendor Area,1,Weekday,0,0,Cloudy,0.9,None,1452,Wet Season,13,774.2,743.1
2024-03-26,Parking Area,1,Weekday,0,0,Cloudy,0.9,Music Concert,1934,Wet Season,14,507.0,1007.2
2024-03-26,Hotel Front Area,1,Weekday,0,0,Cloudy,0.9,None,1117,Wet Season,17,641.7,465.7
2024-03-26,Event Area,1,Weekday,0,0,Cloudy,0.9,None,3033,Wet Season,12,843.1,728.9
2024-03-26,Legian-side Beach Zone,1,Weekday,0,0,Cloudy,0.9,None,1618,Wet Season,14,512.8,495.0
2024-03-27,Beachwalk Area,2,Weekday,0,0,Sunny,0.0,None,3243,Wet Season,26,1466.9,895.0
2024-03-27,Main Beach Gate,2,Weekday,0,0,Sunny,0.0,None,2380,Wet Season,8,545.0,557.9
2024-03-27,Food Vendor Area,2,Weekday,0,0,Sunny,0.0,None,1383,Wet Season,15,743.1,652.8
2024-03-27,Parking Area,2,Weekday,0,0,Sunny,0.0,None,1244,Wet Season,23,1007.2,530.3
2024-03-27,Hotel Front Area,2,Weekday,0,0,Sunny,0.0,None,1787,Wet Season,12,465.7,417.0
2024-03-27,Event Area,2,Weekday,0,0,Sunny,0.0,None,3032,Wet Season,20,728.9,766.1
2024-03-27,Legian-side Beach Zone,2,Weekday,0,0,Sunny,0.0,Sports Event,2896,Wet Season,11,495.0,773.0
2024-03-28,Beachwalk Area,3,Public Holiday,0,1,Rainy,12.4,Sports Event,8201,Wet Season,8,895.0,1868.2
2024-03-28,Main Beach Gate,3,Public Holiday,0,1,Rainy,12.4,None,1260,Wet Season,14,557.9,770.4
2024-03-28,Food Vendor Area,3,Public Holiday,0,1,Rainy,12.4,None,1501,Wet Season,9,652.8,1011.8
2024-03-28,Parking Area,3,Public Holiday,0,1,Rainy,12.4,None,2563,Wet Season,25,530.3,542.0
2024-03-28,Hotel Front Area,3,Public Holiday,0,1,Rainy,12.4,Sports Event,5237,Wet Season,28,417.0,1313.5
2024-03-28,Event Area,3,Public Holiday,0,1,Rainy,12.4,Cultural Ceremony,8772,Wet Season,19,766.1,1556.7
2024-03-28,Legian-side Beach Zone,3,Public Holiday,0,1,Rainy,12.4,None,2677,Wet Season,12,773.0,693.7
2024-03-29,Beachwalk Area,4,Public Holiday,0,1,Rainy,11.9,None,4888,Wet Season,13,1868.2,1552.9
2024-03-29,Main Beach Gate,4,Public Holiday,0,1,Rainy,11.9,None,3721,Wet Season,11,770.4,962.0
2024-03-29,Food Vendor Area,4,Public Holiday,0,1,Rainy,11.9,None,3685,Wet Season,19,1011.8,1086.9
2024-03-29,Parking Area,4,Public Holiday,0,1,Rainy,11.9,None,2968,Wet Season,19,542.0,697.8
2024-03-29,Hotel Front Area,4,Public Holiday,0,1,Rainy,11.9,None,1738,Wet Season,18,1313.5,920.3
2024-03-29,Event Area,4,Public Holiday,0,1,Rainy,11.9,Beach Festival,8987,Wet Season,8,1556.7,2592.4
2024-03-29,Legian-side Beach Zone,4,Public Holiday,0,1,Rainy,11.9,None,3736,Wet Season,12,693.7,818.4
2024-03-30,Beachwalk Area,5,Weekend,1,0,Sunny,0.0,None,2471,Wet Season,27,1552.9,986.5
2024-03-30,Main Beach Gate,5,Weekend,1,0,Sunny,0.0,None,2226,Wet Season,10,962.0,766.6
2024-03-30,Food Vendor Area,5,Weekend,1,0,Sunny,0.0,Music Concert,3362,Wet Season,12,1086.9,1896.6
2024-03-30,Parking Area,5,Weekend,1,0,Sunny,0.0,None,2941,Wet Season,19,697.8,590.3
2024-03-30,Hotel Front Area,5,Weekend,1,0,Sunny,0.0,Beach Festival,5825,Wet Season,10,920.3,1613.0
2024-03-30,Event Area,5,Weekend,1,0,Sunny,0.0,Music Concert,6276,Wet Season,17,2592.4,2338.6
2024-03-30,Legian-side Beach Zone,5,Weekend,1,0,Sunny,0.0,None,1201,Wet Season,22,818.4,613.7
2024-03-31,Beachwalk Area,6,Weekend,1,0,Sunny,0.0,None,4316,Wet Season,17,986.5,873.0
2024-03-31,Main Beach Gate,6,Weekend,1,0,Sunny,0.0,None,1878,Wet Season,11,766.6,847.6
2024-03-31,Food Vendor Area,6,Weekend,1,0,Sunny,0.0,None,2074,Wet Season,20,1896.6,1127.5
2024-03-31,Parking Area,6,Weekend,1,0,Sunny,0.0,Beach Festival,2915,Wet Season,29,590.3,1018.3
2024-03-31,Hotel Front Area,6,Weekend,1,0,Sunny,0.0,Beach Festival,3193,Wet Season,28,1613.0,1608.4
2024-03-31,Event Area,6,Weekend,1,0,Sunny,0.0,None,4325,Wet Season,9,2338.6,1294.3
2024-03-31,Legian-side Beach Zone,6,Weekend,1,0,Sunny,0.0,None,3016,Wet Season,28,613.7,566.5
2024-04-01,Beachwalk Area,0,Weekday,0,0,Sunny,0.0,None,1621,Dry Season,11,873.0,682.4
2024-04-01,Main Beach Gate,0,Weekday,0,0,Sunny,0.0,None,2103,Dry Season,10,847.6,574.4
2024-04-01,Food Vendor Area,0,Weekday,0,0,Sunny,0.0,None,1795,Dry Season,26,1127.5,787.4
2024-04-01,Parking Area,0,Weekday,0,0,Sunny,0.0,None,903,Dry Season,29,1018.3,559.9
2024-04-01,Hotel Front Area,0,Weekday,0,0,Sunny,0.0,None,964,Dry Season,14,1608.4,772.3
2024-04-01,Event Area,0,Weekday,0,0,Sunny,0.0,Beach Festival,4037,Dry Season,26,1294.3,1292.8
2024-04-01,Legian-side Beach Zone,0,Weekday,0,0,Sunny,0.0,None,1066,Dry Season,29,566.5,448.8
2024-04-02,Beachwalk Area,1,Weekday,0,0,Rainy,7.6,None,1785,Dry Season,12,682.4,788.0
2024-04-02,Main Beach Gate,1,Weekday,0,0,Rainy,7.6,None,1357,Dry Season,19,574.4,633.2
2024-04-02,Food Vendor Area,1,Weekday,0,0,Rainy,7.6,None,1465,Dry Season,23,787.4,587.9
2024-04-02,Parking Area,1,Weekday,0,0,Rainy,7.6,None,1381,Dry Season,11,559.9,452.2
2024-04-02,Hotel Front Area,1,Weekday,0,0,Rainy,7.6,None,2039,Dry Season,22,772.3,598.8
2024-04-02,Event Area,1,Weekday,0,0,Rainy,7.6,None,1817,Dry Season,25,1292.8,936.2
2024-04-02,Legian-side Beach Zone,1,Weekday,0,0,Rainy,7.6,None,881,Dry Season,26,448.8,456.5
2024-04-03,Beachwalk Area,2,Weekday,0,0,Cloudy,1.6,None,1833,Dry Season,16,788.0,566.6
2024-04-03,Main Beach Gate,2,Weekday,0,0,Cloudy,1.6,Beach Festival,3021,Dry Season,15,633.2,889.1
2024-04-03,Food Vendor Area,2,Weekday,0,0,Cloudy,1.6,None,1242,Dry Season,12,587.9,591.9
2024-04-03,Parking Area,2,Weekday,0,0,Cloudy,1.6,None,1086,Dry Season,23,452.2,412.6
2024-04-03,Hotel Front Area,2,Weekday,0,0,Cloudy,1.6,None,1482,Dry Season,10,598.8,535.7
2024-04-03,Event Area,2,Weekday,0,0,Cloudy,1.6,Market Day,6537,Dry Season,10,936.2,1024.4
2024-04-03,Legian-side Beach Zone,2,Weekday,0,0,Cloudy,1.6,None,2126,Dry Season,10,456.5,532.4
2024-04-04,Beachwalk Area,3,Weekday,0,0,Cloudy,1.7,None,2024,Dry Season,10,566.6,677.7
2024-04-04,Main Beach Gate,3,Weekday,0,0,Cloudy,1.7,None,800,Dry Season,22,889.1,528.2
2024-04-04,Food Vendor Area,3,Weekday,0,0,Cloudy,1.7,None,987,Dry Season,16,591.9,592.1
2024-04-04,Parking Area,3,Weekday,0,0,Cloudy,1.7,None,993,Dry Season,15,412.6,357.5
2024-04-04,Hotel Front Area,3,Weekday,0,0,Cloudy,1.7,None,2207,Dry Season,11,535.7,490.2
2024-04-04,Event Area,3,Weekday,0,0,Cloudy,1.7,Music Concert,5427,Dry Season,20,1024.4,1722.9
2024-04-04,Legian-side Beach Zone,3,Weekday,0,0,Cloudy,1.7,Market Day,1783,Dry Season,23,532.4,633.1
2024-04-05,Beachwalk Area,4,Weekday,0,0,Sunny,0.0,None,3084,Dry Season,23,677.7,641.9
2024-04-05,Main Beach Gate,4,Weekday,0,0,Sunny,0.0,None,2297,Dry Season,20,528.2,540.5
2024-04-05,Food Vendor Area,4,Weekday,0,0,Sunny,0.0,None,2113,Dry Season,14,592.1,593.3
2024-04-05,Parking Area,4,Weekday,0,0,Sunny,0.0,None,1431,Dry Season,29,357.5,342.0
2024-04-05,Hotel Front Area,4,Weekday,0,0,Sunny,0.0,None,1120,Dry Season,24,490.2,455.0
2024-04-05,Event Area,4,Weekday,0,0,Sunny,0.0,None,3298,Dry Season,26,1722.9,936.4
2024-04-05,Legian-side Beach Zone,4,Weekday,0,0,Sunny,0.0,None,1525,Dry Season,24,633.1,505.2
2024-04-06,Beachwalk Area,5,Weekend,1,0,Rainy,14.1,None,4347,Dry Season,27,641.9,883.9
2024-04-06,Main Beach Gate,5,Weekend,1,0,Rainy,14.1,None,2601,Dry Season,21,540.5,742.8
2024-04-06,Food Vendor Area,5,Weekend,1,0,Rainy,14.1,None,2398,Dry Season,11,593.3,722.3
2024-04-06,Parking Area,5,Weekend,1,0,Rainy,14.1,None,2975,Dry Season,19,342.0,499.5
2024-04-06,Hotel Front Area,5,Weekend,1,0,Rainy,14.1,None,2143,Dry Season,9,455.0,664.9
2024-04-06,Event Area,5,Weekend,1,0,Rainy,14.1,Beach Festival,7039,Dry Season,24,936.4,1900.2
2024-04-06,Legian-side Beach Zone,5,Weekend,1,0,Rainy,14.1,Beach Festival,5864,Dry Season,15,505.2,1035.5
2024-04-07,Beachwalk Area,6,Weekend,1,0,Sunny,0.0,None,3603,Dry Season,18,883.9,913.8
2024-04-07,Main Beach Gate,6,Weekend,1,0,Sunny,0.0,Beach Festival,5886,Dry Season,11,742.8,1638.2
2024-04-07,Food Vendor Area,6,Weekend,1,0,Sunny,0.0,None,2477,Dry Season,24,722.3,697.1
2024-04-07,Parking Area,6,Weekend,1,0,Sunny,0.0,None,1937,Dry Season,12,499.5,455.6
2024-04-07,Hotel Front Area,6,Weekend,1,0,Sunny,0.0,Market Day,5458,Dry Season,17,664.9,773.5
2024-04-07,Event Area,6,Weekend,1,0,Sunny,0.0,Music Concert,5622,Dry Season,19,1900.2,1880.0
2024-04-07,Legian-side Beach Zone,6,Weekend,1,0,Sunny,0.0,None,2069,Dry Season,16,1035.5,601.0
2024-04-08,Beachwalk Area,0,Weekday,0,0,Rainy,17.9,Market Day,7996,Dry Season,16,913.8,1129.4
2024-04-08,Main Beach Gate,0,Weekday,0,0,Rainy,17.9,None,1026,Dry Season,19,1638.2,737.9
2024-04-08,Food Vendor Area,0,Weekday,0,0,Rainy,17.9,None,1836,Dry Season,25,697.1,660.3
2024-04-08,Parking Area,0,Weekday,0,0,Rainy,17.9,None,1697,Dry Season,23,455.6,413.3
2024-04-08,Hotel Front Area,0,Weekday,0,0,Rainy,17.9,None,1751,Dry Season,29,773.5,525.7
2024-04-08,Event Area,0,Weekday,0,0,Rainy,17.9,None,2794,Dry Season,20,1880.0,1007.6
2024-04-08,Legian-side Beach Zone,0,Weekday,0,0,Rainy,17.9,None,2086,Dry Season,11,601.0,586.4
2024-04-09,Beachwalk Area,1,Weekday,0,0,Sunny,0.0,None,2760,Dry Season,15,1129.4,767.4
2024-04-09,Main Beach Gate,1,Weekday,0,0,Sunny,0.0,None,2356,Dry Season,18,737.9,555.9
2024-04-09,Food Vendor Area,1,Weekday,0,0,Sunny,0.0,Cultural Ceremony,2410,Dry Season,28,660.3,928.3
2024-04-09,Parking Area,1,Weekday,0,0,Sunny,0.0,None,1925,Dry Season,9,413.3,355.0
2024-04-09,Hotel Front Area,1,Weekday,0,0,Sunny,0.0,None,1961,Dry Season,10,525.7,494.5
2024-04-09,Event Area,1,Weekday,0,0,Sunny,0.0,None,1142,Dry Season,19,1007.6,738.8
2024-04-09,Legian-side Beach Zone,1,Weekday,0,0,Sunny,0.0,Music Concert,2975,Dry Season,13,586.4,1101.1
2024-04-10,Beachwalk Area,2,Public Holiday,0,1,Cloudy,0.5,Sports Event,7406,Dry Season,29,767.4,1267.2
2024-04-10,Main Beach Gate,2,Public Holiday,0,1,Cloudy,0.5,None,2316,Dry Season,9,555.9,643.6
2024-04-10,Food Vendor Area,2,Public Holiday,0,1,Cloudy,0.5,None,3486,Dry Season,8,928.3,983.0
2024-04-10,Parking Area,2,Public Holiday,0,1,Cloudy,0.5,Beach Festival,7642,Dry Season,23,355.0,1014.2
2024-04-10,Hotel Front Area,2,Public Holiday,0,1,Cloudy,0.5,None,3705,Dry Season,11,494.5,726.7
2024-04-10,Event Area,2,Public Holiday,0,1,Cloudy,0.5,Music Concert,7550,Dry Season,15,738.8,1798.5
2024-04-10,Legian-side Beach Zone,2,Public Holiday,0,1,Cloudy,0.5,Music Concert,4709,Dry Season,9,1101.1,1557.1
2024-04-11,Beachwalk Area,3,Public Holiday,0,1,Cloudy,0.9,Cultural Ceremony,9880,Dry Season,12,1267.2,1709.2
2024-04-11,Main Beach Gate,3,Public Holiday,0,1,Cloudy,0.9,None,3231,Dry Season,22,643.6,720.5
2024-04-11,Food Vendor Area,3,Public Holiday,0,1,Cloudy,0.9,None,3528,Dry Season,19,983.0,908.0
2024-04-11,Parking Area,3,Public Holiday,0,1,Cloudy,0.9,None,2772,Dry Season,17,1014.2,649.2
2024-04-11,Hotel Front Area,3,Public Holiday,0,1,Cloudy,0.9,None,1890,Dry Season,28,726.7,648.7
2024-04-11,Event Area,3,Public Holiday,0,1,Cloudy,0.9,None,3489,Dry Season,18,1798.5,1096.1
2024-04-11,Legian-side Beach Zone,3,Public Holiday,0,1,Cloudy,0.9,None,2044,Dry Season,13,1557.1,858.7
2024-04-12,Beachwalk Area,4,Weekday,0,0,Cloudy,1.8,None,2891,Dry Season,24,1709.2,1074.4
2024-04-12,Main Beach Gate,4,Weekday,0,0,Cloudy,1.8,None,1160,Dry Season,18,720.5,473.6
2024-04-12,Food Vendor Area,4,Weekday,0,0,Cloudy,1.8,None,1221,Dry Season,9,908.0,632.5
2024-04-12,Parking Area,4,Weekday,0,0,Cloudy,1.8,None,1076,Dry Season,21,649.2,385.2
2024-04-12,Hotel Front Area,4,Weekday,0,0,Cloudy,1.8,None,1397,Dry Season,25,648.7,496.8
2024-04-12,Event Area,4,Weekday,0,0,Cloudy,1.8,Music Concert,5919,Dry Season,15,1096.1,1415.4
2024-04-12,Legian-side Beach Zone,4,Weekday,0,0,Cloudy,1.8,Beach Festival,2591,Dry Season,18,858.7,911.5
2024-04-13,Beachwalk Area,5,Weekend,1,0,Cloudy,0.2,None,3776,Dry Season,23,1074.4,868.0
2024-04-13,Main Beach Gate,5,Weekend,1,0,Cloudy,0.2,None,1618,Dry Season,19,473.6,534.9
2024-04-13,Food Vendor Area,5,Weekend,1,0,Cloudy,0.2,None,2394,Dry Season,13,632.5,772.9
2024-04-13,Parking Area,5,Weekend,1,0,Cloudy,0.2,None,2707,Dry Season,19,385.2,504.3
2024-04-13,Hotel Front Area,5,Weekend,1,0,Cloudy,0.2,None,2830,Dry Season,24,496.8,630.8
2024-04-13,Event Area,5,Weekend,1,0,Cloudy,0.2,None,2272,Dry Season,9,1415.4,1117.8
2024-04-13,Legian-side Beach Zone,5,Weekend,1,0,Cloudy,0.2,Sports Event,2913,Dry Season,18,911.5,1039.3
2024-04-14,Beachwalk Area,6,Weekend,1,0,Sunny,0.0,None,1622,Dry Season,29,868.0,810.2
2024-04-14,Main Beach Gate,6,Weekend,1,0,Sunny,0.0,None,3082,Dry Season,12,534.9,647.3
2024-04-14,Food Vendor Area,6,Weekend,1,0,Sunny,0.0,None,2701,Dry Season,18,772.9,642.3
2024-04-14,Parking Area,6,Weekend,1,0,Sunny,0.0,None,2172,Dry Season,9,504.3,524.1
2024-04-14,Hotel Front Area,6,Weekend,1,0,Sunny,0.0,None,2065,Dry Season,12,630.8,570.2
2024-04-14,Event Area,6,Weekend,1,0,Sunny,0.0,None,4505,Dry Season,20,1117.8,832.0
2024-04-14,Legian-side Beach Zone,6,Weekend,1,0,Sunny,0.0,None,2691,Dry Season,9,1039.3,843.0
2024-04-15,Beachwalk Area,0,Weekday,0,0,Sunny,0.0,None,2490,Dry Season,27,810.2,724.7
2024-04-15,Main Beach Gate,0,Weekday,0,0,Sunny,0.0,None,2448,Dry Season,14,647.3,603.2
2024-04-15,Food Vendor Area,0,Weekday,0,0,Sunny,0.0,None,1073,Dry Season,20,642.3,523.0
2024-04-15,Parking Area,0,Weekday,0,0,Sunny,0.0,None,1914,Dry Season,25,524.1,441.2
2024-04-15,Hotel Front Area,0,Weekday,0,0,Sunny,0.0,None,1881,Dry Season,20,570.2,544.4
2024-04-15,Event Area,0,Weekday,0,0,Sunny,0.0,Music Concert,4015,Dry Season,8,832.0,1398.7
2024-04-15,Legian-side Beach Zone,0,Weekday,0,0,Sunny,0.0,None,1532,Dry Season,11,843.0,579.3
2024-04-16,Beachwalk Area,1,Weekday,0,0,Sunny,0.0,None,1257,Dry Season,19,724.7,670.1
2024-04-16,Main Beach Gate,1,Weekday,0,0,Sunny,0.0,None,1499,Dry Season,14,603.2,619.9
2024-04-16,Food Vendor Area,1,Weekday,0,0,Sunny,0.0,None,1351,Dry Season,12,523.0,559.3
2024-04-16,Parking Area,1,Weekday,0,0,Sunny,0.0,None,1673,Dry Season,27,441.2,391.2
2024-04-16,Hotel Front Area,1,Weekday,0,0,Sunny,0.0,None,1020,Dry Season,15,544.4,408.3
2024-04-16,Event Area,1,Weekday,0,0,Sunny,0.0,None,1979,Dry Season,21,1398.7,778.2
2024-04-16,Legian-side Beach Zone,1,Weekday,0,0,Sunny,0.0,Sports Event,2546,Dry Season,8,579.3,765.6
2024-04-17,Beachwalk Area,2,Weekday,0,0,Rainy,21.7,None,2510,Dry Season,17,670.1,755.5
2024-04-17,Main Beach Gate,2,Weekday,0,0,Rainy,21.7,None,1232,Dry Season,28,619.9,529.1
2024-04-17,Food Vendor Area,2,Weekday,0,0,Rainy,21.7,None,1380,Dry Season,28,559.3,647.0
2024-04-17,Parking Area,2,Weekday,0,0,Rainy,21.7,Beach Festival,3031,Dry Season,12,391.2,955.7
2024-04-17,Hotel Front Area,2,Weekday,0,0,Rainy,21.7,None,2438,Dry Season,13,408.3,439.6
2024-04-17,Event Area,2,Weekday,0,0,Rainy,21.7,None,1656,Dry Season,26,778.2,622.4
2024-04-17,Legian-side Beach Zone,2,Weekday,0,0,Rainy,21.7,None,1643,Dry Season,13,765.6,627.2
2024-04-18,Beachwalk Area,3,Weekday,0,0,Cloudy,0.8,None,1547,Dry Season,12,755.5,721.4
2024-04-18,Main Beach Gate,3,Weekday,0,0,Cloudy,0.8,None,1005,Dry Season,23,529.1,546.7
2024-04-18,Food Vendor Area,3,Weekday,0,0,Cloudy,0.8,None,2374,Dry Season,23,647.0,639.3
2024-04-18,Parking Area,3,Weekday,0,0,Cloudy,0.8,None,1460,Dry Season,15,955.7,567.5
2024-04-18,Hotel Front Area,3,Weekday,0,0,Cloudy,0.8,Cultural Ceremony,3079,Dry Season,9,439.6,791.1
2024-04-18,Event Area,3,Weekday,0,0,Cloudy,0.8,None,3463,Dry Season,17,622.4,647.9
2024-04-18,Legian-side Beach Zone,3,Weekday,0,0,Cloudy,0.8,None,2383,Dry Season,27,627.2,509.6
2024-04-19,Beachwalk Area,4,Weekday,0,0,Sunny,0.0,None,2172,Dry Season,8,721.4,725.1
2024-04-19,Main Beach Gate,4,Weekday,0,0,Sunny,0.0,None,1904,Dry Season,16,546.7,504.1
2024-04-19,Food Vendor Area,4,Weekday,0,0,Sunny,0.0,None,1919,Dry Season,14,639.3,614.0
2024-04-19,Parking Area,4,Weekday,0,0,Sunny,0.0,None,1206,Dry Season,14,567.5,491.2
2024-04-19,Hotel Front Area,4,Weekday,0,0,Sunny,0.0,None,2241,Dry Season,16,791.1,500.1
2024-04-19,Event Area,4,Weekday,0,0,Sunny,0.0,None,1485,Dry Season,27,647.9,706.2
2024-04-19,Legian-side Beach Zone,4,Weekday,0,0,Sunny,0.0,None,2398,Dry Season,24,509.6,486.2
2024-04-20,Beachwalk Area,5,Weekend,1,0,Cloudy,1.9,None,3205,Dry Season,22,725.1,777.8
2024-04-20,Main Beach Gate,5,Weekend,1,0,Cloudy,1.9,None,2957,Dry Season,25,504.1,524.6
2024-04-20,Food Vendor Area,5,Weekend,1,0,Cloudy,1.9,None,2914,Dry Season,15,614.0,762.9
2024-04-20,Parking Area,5,Weekend,1,0,Cloudy,1.9,None,1914,Dry Season,11,491.2,521.0
2024-04-20,Hotel Front Area,5,Weekend,1,0,Cloudy,1.9,None,2211,Dry Season,8,500.1,663.0
2024-04-20,Event Area,5,Weekend,1,0,Cloudy,1.9,Beach Festival,9186,Dry Season,13,706.2,1616.5
2024-04-20,Legian-side Beach Zone,5,Weekend,1,0,Cloudy,1.9,None,2997,Dry Season,26,486.2,519.8
2024-04-21,Beachwalk Area,6,Weekend,1,0,Sunny,0.0,None,4518,Dry Season,11,777.8,911.2
2024-04-21,Main Beach Gate,6,Weekend,1,0,Sunny,0.0,None,2398,Dry Season,26,524.6,608.4
2024-04-21,Food Vendor Area,6,Weekend,1,0,Sunny,0.0,Music Concert,7425,Dry Season,26,762.9,1722.5
2024-04-21,Parking Area,6,Weekend,1,0,Sunny,0.0,None,2531,Dry Season,8,521.0,542.9
2024-04-21,Hotel Front Area,6,Weekend,1,0,Sunny,0.0,None,1469,Dry Season,12,663.0,586.2
2024-04-21,Event Area,6,Weekend,1,0,Sunny,0.0,None,3494,Dry Season,12,1616.5,1204.8
2024-04-21,Legian-side Beach Zone,6,Weekend,1,0,Sunny,0.0,None,1192,Dry Season,8,519.8,508.9
2024-04-22,Beachwalk Area,0,Weekday,0,0,Sunny,0.0,None,1394,Dry Season,9,911.2,657.6
2024-04-22,Main Beach Gate,0,Weekday,0,0,Sunny,0.0,None,1088,Dry Season,20,608.4,557.2
2024-04-22,Food Vendor Area,0,Weekday,0,0,Sunny,0.0,None,1014,Dry Season,21,1722.5,962.9
2024-04-22,Parking Area,0,Weekday,0,0,Sunny,0.0,None,2300,Dry Season,27,542.9,406.2
2024-04-22,Hotel Front Area,0,Weekday,0,0,Sunny,0.0,None,1513,Dry Season,16,586.2,541.9
2024-04-22,Event Area,0,Weekday,0,0,Sunny,0.0,Market Day,2352,Dry Season,13,1204.8,1121.5
2024-04-22,Legian-side Beach Zone,0,Weekday,0,0,Sunny,0.0,None,1480,Dry Season,12,508.9,420.9
2024-04-23,Beachwalk Area,1,Weekday,0,0,Cloudy,0.4,None,3368,Dry Season,10,657.6,629.8
2024-04-23,Main Beach Gate,1,Weekday,0,0,Cloudy,0.4,None,1007,Dry Season,9,557.2,495.5
2024-04-23,Food Vendor Area,1,Weekday,0,0,Cloudy,0.4,None,821,Dry Season,18,962.9,674.9
2024-04-23,Parking Area,1,Weekday,0,0,Cloudy,0.4,None,2318,Dry Season,13,406.2,367.2
2024-04-23,Hotel Front Area,1,Weekday,0,0,Cloudy,0.4,None,947,Dry Season,19,541.9,442.8
2024-04-23,Event Area,1,Weekday,0,0,Cloudy,0.4,Cultural Ceremony,6705,Dry Season,29,1121.5,1347.9
2024-04-23,Legian-side Beach Zone,1,Weekday,0,0,Cloudy,0.4,None,872,Dry Season,8,420.9,445.5
2024-04-24,Beachwalk Area,2,Weekday,0,0,Cloudy,1.1,None,1479,Dry Season,11,629.8,724.5
2024-04-24,Main Beach Gate,2,Weekday,0,0,Cloudy,1.1,None,1065,Dry Season,28,495.5,542.9
2024-04-24,Food Vendor Area,2,Weekday,0,0,Cloudy,1.1,None,1359,Dry Season,28,674.9,529.2
2024-04-24,Parking Area,2,Weekday,0,0,Cloudy,1.1,None,1409,Dry Season,20,367.2,353.7
2024-04-24,Hotel Front Area,2,Weekday,0,0,Cloudy,1.1,Sports Event,3208,Dry Season,11,442.8,896.6
2024-04-24,Event Area,2,Weekday,0,0,Cloudy,1.1,Beach Festival,6106,Dry Season,13,1347.9,1855.7
2024-04-24,Legian-side Beach Zone,2,Weekday,0,0,Cloudy,1.1,None,1169,Dry Season,29,445.5,388.9
2024-04-25,Beachwalk Area,3,Weekday,0,0,Rainy,6.7,None,1632,Dry Season,22,724.5,751.6
2024-04-25,Main Beach Gate,3,Weekday,0,0,Rainy,6.7,None,1714,Dry Season,24,542.9,560.8
2024-04-25,Food Vendor Area,3,Weekday,0,0,Rainy,6.7,None,1011,Dry Season,20,529.2,511.1
2024-04-25,Parking Area,3,Weekday,0,0,Rainy,6.7,None,950,Dry Season,22,353.7,411.1
2024-04-25,Hotel Front Area,3,Weekday,0,0,Rainy,6.7,Beach Festival,3876,Dry Season,23,896.6,1252.7
2024-04-25,Event Area,3,Weekday,0,0,Rainy,6.7,None,2443,Dry Season,10,1855.7,1014.3
2024-04-25,Legian-side Beach Zone,3,Weekday,0,0,Rainy,6.7,None,2351,Dry Season,25,388.9,438.4
2024-04-26,Beachwalk Area,4,Weekday,0,0,Sunny,0.0,None,2013,Dry Season,26,751.6,644.5
2024-04-26,Main Beach Gate,4,Weekday,0,0,Sunny,0.0,None,1303,Dry Season,21,560.8,488.1
2024-04-26,Food Vendor Area,4,Weekday,0,0,Sunny,0.0,None,1814,Dry Season,21,511.1,507.6
2024-04-26,Parking Area,4,Weekday,0,0,Sunny,0.0,None,1520,Dry Season,16,411.1,345.8
2024-04-26,Hotel Front Area,4,Weekday,0,0,Sunny,0.0,None,1094,Dry Season,24,1252.7,737.6
2024-04-26,Event Area,4,Weekday,0,0,Sunny,0.0,None,1887,Dry Season,16,1014.3,633.3
2024-04-26,Legian-side Beach Zone,4,Weekday,0,0,Sunny,0.0,None,1569,Dry Season,18,438.4,433.7
2024-04-27,Beachwalk Area,5,Weekend,1,0,Rainy,15.0,None,4443,Dry Season,12,644.5,995.8
2024-04-27,Main Beach Gate,5,Weekend,1,0,Rainy,15.0,None,1120,Dry Season,29,488.1,684.3
2024-04-27,Food Vendor Area,5,Weekend,1,0,Rainy,15.0,None,2636,Dry Season,11,507.6,810.1
2024-04-27,Parking Area,5,Weekend,1,0,Rainy,15.0,None,2176,Dry Season,29,345.8,415.8
2024-04-27,Hotel Front Area,5,Weekend,1,0,Rainy,15.0,None,2537,Dry Season,10,737.6,697.9
2024-04-27,Event Area,5,Weekend,1,0,Rainy,15.0,None,4018,Dry Season,13,633.3,832.7
2024-04-27,Legian-side Beach Zone,5,Weekend,1,0,Rainy,15.0,Market Day,4802,Dry Season,25,433.7,929.2
2024-04-28,Beachwalk Area,6,Weekend,1,0,Rainy,18.7,Market Day,6426,Dry Season,17,995.8,1352.1
